nan {'sigma': 20, 'reg': 1e-07}
1.20813068607e-05 {'sigma': 20, 'reg': 1e-07}
0.115438867602 {'sigma': 20, 'reg': 1e-07}
0.231848657599 {'sigma': 20, 'reg': 1e-07}
0.13493760004 {'sigma': 20, 'reg': 1e-07}
0.00139605039124 {'sigma': 20, 'reg': 1e-07}
         9406140 function calls (9306530 primitive calls) in 16.929 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 sysconfig.py:10(<module>)
     7764    0.001    0.000    0.001    0.000 font_manager.py:776(get_stretch)
       13    0.000    0.000    0.001    0.000 enum.py:623(<listcomp>)
       42    0.000    0.000    0.001    0.000 figure.py:111(add)
     2027    0.001    0.000    0.001    0.000 {method 'replace' of 'str' objects}
       24    0.000    0.000    0.001    0.000 ticker.py:235(create_dummy_axis)
        3    0.000    0.000    0.001    0.000 warnings.py:85(_showwarnmsg)
      302    0.000    0.000    0.001    0.000 transforms.py:2049(transform)
      222    0.001    0.000    0.001    0.000 _base.py:2817(get_xlim)
       54    0.000    0.000    0.001    0.000 cbook.py:1373(bubble)
        3    0.000    0.000    0.001    0.000 warnings.py:20(_showwarnmsg_impl)
      781    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:63(_path_split)
       36    0.000    0.000    0.001    0.000 transforms.py:1403(get_matrix)
     4258    0.001    0.000    0.001    0.000 axis.py:705(get_scale)
      879    0.001    0.000    0.001    0.000 cbook.py:479(__init__)
      435    0.001    0.000    0.001    0.000 lines.py:911(get_markeredgecolor)
       60    0.000    0.000    0.001    0.000 fromnumeric.py:2133(ptp)
       12    0.000    0.000    0.001    0.000 __init__.py:2742(__init__)
      244    0.001    0.000    0.001    0.000 cbook.py:1761(get_siblings)
       42    0.000    0.000    0.001    0.000 _base.py:859(get_position)
       14    0.000    0.000    0.001    0.000 hashlib.py:116(__get_openssl_constructor)
       67    0.000    0.000    0.001    0.000 pyparsing.py:3368(__init__)
      622    0.001    0.000    0.001    0.000 {method 'tell' of '_io.BufferedWriter' objects}
        2    0.000    0.000    0.001    0.001 __init__.py:71(search_function)
      102    0.000    0.000    0.001    0.000 enum.py:795(__or__)
        1    0.000    0.000    0.001    0.001 lil.py:2(<module>)
      436    0.001    0.000    0.001    0.000 core.py:629(filled)
       24    0.000    0.000    0.001    0.000 ticker.py:204(__init__)
      198    0.000    0.000    0.001    0.000 core.py:1668(make_mask_none)
       48    0.000    0.000    0.001    0.000 _axes.py:231(set_ylabel)
     7764    0.001    0.000    0.001    0.000 font_manager.py:760(get_variant)
       46    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1322(path_hook_for_FileFinder)
        3    0.000    0.000    0.001    0.000 warnings.py:106(_formatwarnmsg)
      549    0.001    0.000    0.001    0.000 weakref.py:354(__init__)
       52    0.000    0.000    0.001    0.000 offsetbox.py:420(__init__)
        1    0.000    0.000    0.001    0.001 axis.py:3(<module>)
        3    0.000    0.000    0.001    0.000 warnings.py:35(_formatwarnmsg_impl)
      181    0.000    0.000    0.001    0.000 text.py:1114(set_fontsize)
        8    0.000    0.000    0.001    0.000 hashlib.py:73(__get_builtin_constructor)
      354    0.001    0.000    0.001    0.000 collections.py:614(<listcomp>)
     2152    0.001    0.000    0.001    0.000 inspect.py:2755(<genexpr>)
     5156    0.001    0.000    0.001    0.000 artist.py:802(get_agg_filter)
       95    0.000    0.000    0.001    0.000 _base.py:2289(<listcomp>)
      234    0.000    0.000    0.001    0.000 core.py:3717(filled)
        1    0.000    0.000    0.001    0.001 trajectory.py:1(<module>)
      638    0.001    0.000    0.001    0.000 backend_pdf.py:2136(get_canvas_width_height)
        4    0.000    0.000    0.001    0.000 warnings.py:119(filterwarnings)
      180    0.000    0.000    0.001    0.000 artist.py:831(set_visible)
     1183    0.001    0.000    0.001    0.000 backend_pdf.py:2158(stroke)
       84    0.000    0.000    0.001    0.000 pyparsing.py:3238(__init__)
        1    0.000    0.000    0.001    0.001 image.py:5(<module>)
        1    0.000    0.000    0.001    0.001 getlimits.py:3(<module>)
        6    0.001    0.000    0.001    0.000 plotSeries.py:206(<listcomp>)
    54/16    0.000    0.000    0.001    0.000 abc.py:194(__subclasscheck__)
       12    0.000    0.000    0.001    0.000 colorbar.py:616(<listcomp>)
   168/12    0.000    0.000    0.001    0.000 offsetbox.py:180(set_figure)
        4    0.000    0.000    0.001    0.000 tempfile.py:249(_mkstemp_inner)
       20    0.000    0.000    0.001    0.000 cbook.py:188(deprecate)
     2563    0.001    0.000    0.001    0.000 {built-in method posix.fspath}
       27    0.000    0.000    0.001    0.000 transforms.py:1309(__array__)
     1589    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:838(__exit__)
       84    0.000    0.000    0.001    0.000 transforms.py:1562(_init)
      384    0.000    0.000    0.001    0.000 offsetbox.py:243(get_visible_children)
       96    0.001    0.000    0.001    0.000 spines.py:193(_adjust_location)
      168    0.001    0.000    0.001    0.000 transforms.py:1605(_set)
       12    0.000    0.000    0.001    0.000 legend.py:681(<listcomp>)
       79    0.000    0.000    0.001    0.000 docstring.py:128(<lambda>)
       21    0.000    0.000    0.001    0.000 fromnumeric.py:3030(var)
      253    0.000    0.000    0.001    0.000 artist.py:760(set_clip_on)
     3739    0.001    0.000    0.001    0.000 font_manager.py:907(set_file)
       12    0.000    0.000    0.001    0.000 figure.py:783(set_dpi)
    24/10    0.000    0.000    0.001    0.000 pyparsing.py:3715(parseImpl)
      963    0.001    0.000    0.001    0.000 core.py:3618(_get_data)
       42    0.000    0.000    0.001    0.000 __init__.py:70(process_projection_requirements)
        1    0.000    0.000    0.001    0.001 version.py:93(StrictVersion)
      120    0.001    0.000    0.001    0.000 __init__.py:2247(_setup)
      104    0.000    0.000    0.001    0.000 _base.py:255(_getdefaults)
        1    0.000    0.000    0.001    0.001 bundletrajectory.py:1(<module>)
        1    0.000    0.000    0.001    0.001 tkagg.py:1(<module>)
     3851    0.001    0.000    0.001    0.000 text.py:636(set_wrap)
        1    0.000    0.000    0.001    0.001 backend_agg.py:21(<module>)
        1    0.000    0.000    0.001    0.001 plotSeries.py:68(<listcomp>)
       21    0.001    0.000    0.001    0.000 _methods.py:86(_var)
       48    0.000    0.000    0.001    0.000 figure.py:163(__init__)
       60    0.001    0.000    0.001    0.000 {method 'ptp' of 'numpy.ndarray' objects}
  542/540    0.001    0.000    0.001    0.000 pyparsing.py:349(__init__)
       24    0.000    0.000    0.001    0.000 pyplot.py:1539(xlabel)
       12    0.000    0.000    0.001    0.000 backend_tkagg.py:361(draw_idle)
      504    0.001    0.000    0.001    0.000 {method 'createcommand' of '_tkinter.tkapp' objects}
     1757    0.001    0.000    0.001    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.001    0.001 polynomial.py:56(<module>)
        1    0.000    0.000    0.001    0.001 lzma.py:9(<module>)
       95    0.000    0.000    0.001    0.000 _base.py:2292(<listcomp>)
        1    0.000    0.000    0.001    0.001 _parseaddr.py:7(<module>)
      495    0.001    0.000    0.001    0.000 transforms.py:374(_get_intervaly)
        1    0.000    0.000    0.001    0.001 six.py:21(<module>)
     1589    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:834(__enter__)
       23    0.000    0.000    0.001    0.000 index_tricks.py:247(__getitem__)
      336    0.001    0.000    0.001    0.000 transforms.py:1739(_get_is_separable)
        1    0.000    0.000    0.001    0.001 request.py:941(AbstractBasicAuthHandler)
        1    0.000    0.000    0.001    0.001 patches.py:1916(BoxStyle)
       12    0.000    0.000    0.001    0.000 __init__.py:754(after_idle)
       74    0.000    0.000    0.001    0.000 {method 'decode' of 'bytes' objects}
       36    0.001    0.000    0.001    0.000 contour.py:1112(<listcomp>)
     1475    0.001    0.000    0.001    0.000 artist.py:1183(is_alias)
     2768    0.001    0.000    0.001    0.000 transforms.py:1642(_get_is_affine)
       12    0.000    0.000    0.001    0.000 __init__.py:2724(__init__)
      548    0.001    0.000    0.001    0.000 weakref.py:406(__setitem__)
        1    0.000    0.000    0.001    0.001 csv.py:4(<module>)
        1    0.000    0.000    0.001    0.001 _ccallback.py:1(<module>)
       27    0.001    0.000    0.001    0.000 {built-in method matplotlib._path.get_path_collection_extents}
      171    0.001    0.000    0.001    0.000 _base.py:3093(get_ylim)
      210    0.001    0.000    0.001    0.000 cbook.py:1348(push)
     1222    0.001    0.000    0.001    0.000 text.py:47(_wrap_text)
      623    0.001    0.000    0.001    0.000 cbook.py:1028(__call__)
      239    0.001    0.000    0.001    0.000 {built-in method numpy.core.multiarray.copyto}
       12    0.000    0.000    0.001    0.000 patches.py:2578(get_path)
       84    0.000    0.000    0.001    0.000 _base.py:155(__init__)
     1897    0.001    0.000    0.001    0.000 sre_parse.py:248(match)
       24    0.000    0.000    0.001    0.000 pyplot.py:1559(ylabel)
      780    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:52(_r_long)
      106    0.000    0.000    0.001    0.000 functools.py:44(update_wrapper)
      114    0.000    0.000    0.001    0.000 sre_parse.py:828(fix_flags)
     4029    0.001    0.000    0.001    0.000 artist.py:730(get_visible)
        1    0.000    0.000    0.001    0.001 reduction.py:10(<module>)
      483    0.001    0.000    0.001    0.000 {method '__reduce_ex__' of 'object' objects}
       12    0.000    0.000    0.001    0.000 __init__.py:732(after)
       54    0.000    0.000    0.001    0.000 pyplot.py:2505(<lambda>)
        1    0.000    0.000    0.001    0.001 utils.py:1(<module>)
      236    0.001    0.000    0.001    0.000 pyparsing.py:1121(__init__)
        1    0.000    0.000    0.001    0.001 defmatrix.py:1(<module>)
        1    0.000    0.000    0.001    0.001 charset.py:6(<module>)
       13    0.000    0.000    0.001    0.000 stride_tricks.py:195(broadcast_arrays)
     34/5    0.000    0.000    0.001    0.000 pyparsing.py:3297(streamline)
        2    0.000    0.000    0.001    0.000 __init__.py:2(<module>)
       93    0.000    0.000    0.001    0.000 sre_parse.py:96(closegroup)
      192    0.000    0.000    0.001    0.000 cbook.py:2698(_putmask)
       24    0.000    0.000    0.001    0.000 core.py:177(iter_style_files)
       84    0.000    0.000    0.001    0.000 pyparsing.py:1046(wrapper)
      126    0.000    0.000    0.001    0.000 text.py:585(set_clip_box)
      684    0.000    0.000    0.001    0.000 figure.py:234(_update_this)
     3970    0.001    0.000    0.001    0.000 path.py:273(should_simplify)
      354    0.001    0.000    0.001    0.000 enum.py:351(__setattr__)
        1    0.000    0.000    0.001    0.001 rrule.py:7(<module>)
      469    0.000    0.000    0.001    0.000 artist.py:534(get_snap)
       12    0.000    0.000    0.001    0.000 colorbar.py:464(_outline)
      611    0.001    0.000    0.001    0.000 {built-in method _codecs.charmap_encode}
      156    0.000    0.000    0.001    0.000 text.py:1150(set_position)
       12    0.000    0.000    0.001    0.000 __init__.py:2027(_loadtk)
      168    0.001    0.000    0.001    0.000 figure.py:78(as_list)
      598    0.001    0.000    0.001    0.000 backend_pdf.py:236(pdfRepr)
        2    0.000    0.000    0.001    0.000 {built-in method _warnings.warn}
       18    0.000    0.000    0.001    0.000 transforms.py:590(shrunk_to_aspect)
        1    0.000    0.000    0.001    0.001 selectors.py:5(<module>)
      701    0.001    0.000    0.001    0.000 function_base.py:213(iterable)
        1    0.001    0.001    0.001    0.001 message.py:945(MIMEPart)
       12    0.000    0.000    0.001    0.000 patches.py:1984(__call__)
       39    0.000    0.000    0.001    0.000 inspect.py:2793(replace)
        1    0.000    0.000    0.001    0.001 dis.py:1(<module>)
        1    0.000    0.000    0.001    0.001 filedialog.py:13(<module>)
       24    0.000    0.000    0.001    0.000 _axes.py:200(set_xlabel)
        1    0.000    0.000    0.001    0.001 loader.py:1(<module>)
        1    0.000    0.000    0.001    0.001 opcode.py:5(<module>)
      116    0.000    0.000    0.001    0.000 pyparsing.py:732(copy)
     1183    0.001    0.000    0.001    0.000 backend_pdf.py:290(__init__)
        1    0.000    0.000    0.001    0.001 difflib.py:27(<module>)
     1341    0.001    0.000    0.001    0.000 inspect.py:159(isfunction)
        1    0.000    0.000    0.001    0.001 base64.py:3(<module>)
       12    0.000    0.000    0.001    0.000 patches.py:2196(transmute)
        1    0.000    0.000    0.001    0.001 pyplot.py:1882(get_plot_commands)
       36    0.000    0.000    0.001    0.000 axis.py:2181(_update_offset_text_position)
        1    0.000    0.000    0.001    0.001 ipaddress.py:2266(_IPv6Constants)
       12    0.000    0.000    0.001    0.000 backend_mixed.py:20(__init__)
     1012    0.001    0.000    0.001    0.000 {method 'pop' of 'list' objects}
      898    0.001    0.000    0.001    0.000 cycler.py:138(keys)
      384    0.001    0.000    0.001    0.000 offsetbox.py:247(<listcomp>)
       75    0.000    0.000    0.001    0.000 font_manager.py:1107(score_family)
       84    0.000    0.000    0.001    0.000 _base.py:168(set_prop_cycle)
      126    0.000    0.000    0.001    0.000 figure.py:406(_get_axes)
        1    0.000    0.000    0.001    0.001 markers.py:84(<module>)
        1    0.000    0.000    0.001    0.001 flinalg.py:5(<module>)
      154    0.000    0.000    0.001    0.000 linalg.py:139(_commonType)
       28    0.000    0.000    0.001    0.000 ipaddress.py:2160(__init__)
      890    0.001    0.000    0.001    0.000 backend_bases.py:1049(set_linewidth)
       10    0.000    0.000    0.001    0.000 enum.py:758(_missing_)
      149    0.000    0.000    0.001    0.000 axis.py:717(limit_range_for_scale)
       96    0.000    0.000    0.001    0.000 ticker.py:191(_divmod)
      542    0.000    0.000    0.001    0.000 pyparsing.py:340(__new__)
       12    0.000    0.000    0.001    0.000 patches.py:354(set_alpha)
       48    0.000    0.000    0.001    0.000 ticker.py:1535(le)
       64    0.000    0.000    0.001    0.000 pyparsing.py:2791(parseImpl)
      390    0.001    0.000    0.001    0.000 {built-in method _imp._fix_co_filename}
      167    0.000    0.000    0.001    0.000 posixpath.py:142(basename)
      123    0.000    0.000    0.001    0.000 lines.py:1343(_get_rgba_ln_color)
       64    0.000    0.000    0.001    0.000 sre_compile.py:376(_mk_bitmap)
       10    0.000    0.000    0.001    0.000 enum.py:765(_create_pseudo_member_)
       48    0.000    0.000    0.001    0.000 {built-in method _functools.reduce}
       12    0.000    0.000    0.001    0.000 backend_pdf.py:1529(__init__)
      521    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:355(__init__)
       36    0.000    0.000    0.001    0.000 transforms.py:983(_set_p1)
