nan {'sigma': 20, 'reg': 1e-07}
1.20813068607e-05 {'sigma': 20, 'reg': 1e-07}
0.115438867602 {'sigma': 20, 'reg': 1e-07}
0.231848657599 {'sigma': 20, 'reg': 1e-07}
0.13493760004 {'sigma': 20, 'reg': 1e-07}
0.00139605039124 {'sigma': 20, 'reg': 1e-07}
         9406140 function calls (9306530 primitive calls) in 16.929 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 __init__.py:1811(getLogger)
        1    0.000    0.000    0.000    0.000 twodim_base.py:3(<module>)
      132    0.000    0.000    0.000    0.000 six.py:88(__init__)
      278    0.000    0.000    0.000    0.000 pyparsing.py:1343(postParse)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3807(__init__)
       84    0.000    0.000    0.000    0.000 ticker.py:283(set_locs)
       24    0.000    0.000    0.000    0.000 gridspec.py:122(<listcomp>)
       42    0.000    0.000    0.000    0.000 figure.py:827(fixitems)
        1    0.000    0.000    0.000    0.000 parser.py:485(parser)
        6    0.000    0.000    0.000    0.000 _base.py:2736(set_axis_off)
        1    0.000    0.000    0.000    0.000 sputils.py:2(<module>)
        5    0.000    0.000    0.000    0.000 decorator.py:151(update)
        9    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:612(_load_backward_compatible)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:7(<module>)
      140    0.000    0.000    0.000    0.000 rcsetup.py:60(func)
       42    0.000    0.000    0.000    0.000 artist.py:1204(<listcomp>)
        1    0.000    0.000    0.000    0.000 patches.py:4012(FancyArrowPatch)
        1    0.000    0.000    0.000    0.000 geo.py:23(GeoAxes)
        1    0.000    0.000    0.000    0.000 decomp_svd.py:1(<module>)
        8    0.000    0.000    0.000    0.000 {method 'split' of '_sre.SRE_Pattern' objects}
       52    0.000    0.000    0.000    0.000 {method 'groupdict' of '_sre.SRE_Match' objects}
        5    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
       51    0.000    0.000    0.000    0.000 six.py:177(_add_module)
      158    0.000    0.000    0.000    0.000 pyparsing.py:3370(<genexpr>)
      100    0.000    0.000    0.000    0.000 ssl.py:149(<lambda>)
       42    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 arrayterator.py:9(<module>)
      100    0.000    0.000    0.000    0.000 ssl.py:139(<lambda>)
      100    0.000    0.000    0.000    0.000 ssl.py:144(<lambda>)
       80    0.000    0.000    0.000    0.000 docstring.py:102(do_copy)
        1    0.000    0.000    0.000    0.000 patches.py:1169(FancyArrow)
        1    0.000    0.000    0.000    0.000 rrule.py:1281(rruleset)
        1    0.000    0.000    0.000    0.000 windowing.py:8(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_qz.py:1(<module>)
        1    0.000    0.000    0.000    0.000 result.py:24(TestResult)
       88    0.000    0.000    0.000    0.000 traceback.py:286(walk_stack)
        2    0.000    0.000    0.000    0.000 rcsetup.py:272(validate_toolbar)
       97    0.000    0.000    0.000    0.000 pyparsing.py:4759(<genexpr>)
        1    0.000    0.000    0.000    0.000 patches.py:4357(ConnectionPatch)
        1    0.000    0.000    0.000    0.000 ImageMode.py:17(<module>)
       72    0.000    0.000    0.000    0.000 offsetbox.py:394(<listcomp>)
       12    0.000    0.000    0.000    0.000 {method 'globalsetvar' of '_tkinter.tkapp' objects}
        1    0.000    0.000    0.000    0.000 decomp_lu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 atom.py:60(Atom)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
        4    0.000    0.000    0.000    0.000 rcsetup.py:329(__call__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3142(__init__)
        1    0.000    0.000    0.000    0.000 uu.py:31(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method posix.mkdir}
      203    0.000    0.000    0.000    0.000 {method 'start' of '_sre.SRE_Match' objects}
      122    0.000    0.000    0.000    0.000 {built-in method _operator.index}
       72    0.000    0.000    0.000    0.000 {built-in method math.ceil}
        1    0.000    0.000    0.000    0.000 __init__.py:332(__init__)
        4    0.000    0.000    0.000    0.000 rcsetup.py:261(validate_backend)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
       54    0.000    0.000    0.000    0.000 gridspec.py:65(set_width_ratios)
       54    0.000    0.000    0.000    0.000 gridspec.py:74(set_height_ratios)
       42    0.000    0.000    0.000    0.000 _base.py:1251(get_aspect)
       24    0.000    0.000    0.000    0.000 warnings.py:428(__init__)
      133    0.000    0.000    0.000    0.000 enum.py:628(<lambda>)
       43    0.000    0.000    0.000    0.000 _inspect.py:15(ismethod)
        5    0.000    0.000    0.000    0.000 tokenize.py:385(find_cookie)
        1    0.000    0.000    0.000    0.000 format.py:149(<module>)
      122    0.000    0.000    0.000    0.000 pyparsing.py:435(__bool__)
        1    0.000    0.000    0.000    0.000 core.py:226(reload_library)
        1    0.000    0.000    0.000    0.000 parser.py:1187(_result)
       95    0.000    0.000    0.000    0.000 _base.py:2283(<listcomp>)
        2    0.000    0.000    0.000    0.000 _util.py:156(__init__)
        1    0.000    0.000    0.000    0.000 helpFunctions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:76(_determine_error_states)
      188    0.000    0.000    0.000    0.000 ipaddress.py:550(__int__)
       12    0.000    0.000    0.000    0.000 text.py:1008(set_ha)
        1    0.000    0.000    0.000    0.000 spines.py:22(Spine)
       24    0.000    0.000    0.000    0.000 __init__.py:1373(_root)
        1    0.000    0.000    0.000    0.000 bsr.py:22(bsr_matrix)
        1    0.000    0.000    0.000    0.000 decomp_cholesky.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method posix.uname}
      110    0.000    0.000    0.000    0.000 cbook.py:2655(<listcomp>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1245(IPv4Address)
      107    0.000    0.000    0.000    0.000 transforms.py:2069(get_affine)
       54    0.000    0.000    0.000    0.000 patches.py:1830(<listcomp>)
        2    0.000    0.000    0.000    0.000 _version.py:114(_compare)
        1    0.000    0.000    0.000    0.000 _expm_frechet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 vdw.py:26(<module>)
        1    0.000    0.000    0.000    0.000 dos.py:1(<module>)
       12    0.000    0.000    0.000    0.000 backend_pdf.py:1341(writeImages)
        2    0.000    0.000    0.000    0.000 os.py:672(__setitem__)
        5    0.000    0.000    0.000    0.000 warnings.py:159(_add_filter)
        3    0.000    0.000    0.000    0.000 warnings.py:398(__init__)
       30    0.000    0.000    0.000    0.000 numerictypes.py:443(_add_array_type)
        1    0.000    0.000    0.000    0.000 pickle.py:986(_Unpickler)
        1    0.000    0.000    0.000    0.000 case.py:341(TestCase)
        1    0.000    0.000    0.000    0.000 argparse.py:150(HelpFormatter)
       13    0.000    0.000    0.000    0.000 stride_tricks.py:247(<listcomp>)
      118    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
        3    0.000    0.000    0.000    0.000 pyparsing.py:4270(__init__)
        1    0.000    0.000    0.000    0.000 collections.py:1029(RegularPolyCollection)
        1    0.000    0.000    0.000    0.000 patches.py:1273(YAArrow)
        1    0.000    0.000    0.000    0.000 units.py:112(create_units)
       12    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
       51    0.000    0.000    0.000    0.000 _weakrefset.py:52(_commit_removals)
       17    0.000    0.000    0.000    0.000 enum.py:65(__init__)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
        3    0.000    0.000    0.000    0.000 result.py:12(failfast)
        1    0.000    0.000    0.000    0.000 _polybase.py:19(ABCPolyBase)
        3    0.000    0.000    0.000    0.000 rcsetup.py:112(validate_path_exists)
       24    0.000    0.000    0.000    0.000 pyparsing.py:3181(parseImpl)
        5    0.000    0.000    0.000    0.000 pyparsing.py:3923(__str__)
       47    0.000    0.000    0.000    0.000 ipaddress.py:607(__init__)
       24    0.000    0.000    0.000    0.000 offsetbox.py:137(<listcomp>)
        1    0.000    0.000    0.000    0.000 six.py:1(<module>)
      130    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        2    0.000    0.000    0.000    0.000 {method 'newbyteorder' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 _iotools.py:474(StringConverter)
        1    0.000    0.000    0.000    0.000 ssl.py:370(Purpose)
        1    0.000    0.000    0.000    0.000 collections.py:1559(EllipseCollection)
       12    0.000    0.000    0.000    0.000 cm.py:321(set_norm)
        1    0.000    0.000    0.000    0.000 patches.py:69(Patch)
       24    0.000    0.000    0.000    0.000 patches.py:1967(__init__)
        1    0.000    0.000    0.000    0.000 core.py:169(update_user_library)
       37    0.000    0.000    0.000    0.000 __init__.py:22(<genexpr>)
        1    0.000    0.000    0.000    0.000 stm.py:1(<module>)
        2    0.000    0.000    0.000    0.000 functools.py:193(total_ordering)
       23    0.000    0.000    0.000    0.000 numerictypes.py:1015(<listcomp>)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:4(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1159(getLogger)
        2    0.000    0.000    0.000    0.000 core.py:6370(__init__)
       13    0.000    0.000    0.000    0.000 __init__.py:1423(get_backend)
       51    0.000    0.000    0.000    0.000 six.py:184(find_module)
        1    0.000    0.000    0.000    0.000 patches.py:1506(Arc)
        1    0.000    0.000    0.000    0.000 core.py:162(iter_user_libraries)
       78    0.000    0.000    0.000    0.000 windowing.py:21(GetForegroundWindow)
        2    0.000    0.000    0.000    0.000 os.py:678(__delitem__)
       53    0.000    0.000    0.000    0.000 enum.py:179(<genexpr>)
        5    0.000    0.000    0.000    0.000 datetime.py:278(_check_date_fields)
        1    0.000    0.000    0.000    0.000 numerictypes.py:338(_add_integer_aliases)
       26    0.000    0.000    0.000    0.000 pyparsing.py:437(__iter__)
      118    0.000    0.000    0.000    0.000 cycler.py:212(<genexpr>)
        1    0.000    0.000    0.000    0.000 _version.py:20(get_versions)
        1    0.000    0.000    0.000    0.000 patches.py:1466(Circle)
        1    0.000    0.000    0.000    0.000 Image.py:2845(_apply_env_variables)
        6    0.000    0.000    0.000    0.000 _axes.py:4795(<listcomp>)
       72    0.000    0.000    0.000    0.000 offsetbox.py:399(<listcomp>)
       12    0.000    0.000    0.000    0.000 _internal.py:241(__init__)
       40    0.000    0.000    0.000    0.000 numerictypes.py:154(english_upper)
        1    0.000    0.000    0.000    0.000 numerictypes.py:860(<lambda>)
        5    0.000    0.000    0.000    0.000 getlimits.py:507(__init__)
        3    0.000    0.000    0.000    0.000 ufunclike.py:14(_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 __init__.py:302(loads)
        1    0.000    0.000    0.000    0.000 pyplot.py:121(install_repl_displayhook)
        1    0.000    0.000    0.000    0.000 collections.py:915(PolyCollection)
        1    0.000    0.000    0.000    0.000 patches.py:812(RegularPolygon)
       52    0.000    0.000    0.000    0.000 _base.py:293(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:11(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_polar.py:1(<module>)
        6    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       78    0.000    0.000    0.000    0.000 stride_tricks.py:120(<genexpr>)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:21(<module>)
       24    0.000    0.000    0.000    0.000 cbook.py:418(__eq__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2023(suppress)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3346(And)
       12    0.000    0.000    0.000    0.000 artist.py:552(set_snap)
       12    0.000    0.000    0.000    0.000 figure.py:747(get_facecolor)
       66    0.000    0.000    0.000    0.000 _subplots.py:101(get_subplotspec)
       78    0.000    0.000    0.000    0.000 windowing.py:23(SetForegroundWindow)
        1    0.000    0.000    0.000    0.000 _laplacian.py:3(<module>)
       43    0.000    0.000    0.000    0.000 _inspect.py:28(isfunction)
        5    0.000    0.000    0.000    0.000 machar.py:100(<lambda>)
        2    0.000    0.000    0.000    0.000 getlimits.py:100(_str_xmax)
       24    0.000    0.000    0.000    0.000 fontconfig_pattern.py:151(<listcomp>)
       12    0.000    0.000    0.000    0.000 cm.py:293(set_clim)
       12    0.000    0.000    0.000    0.000 ticker.py:341(__init__)
       72    0.000    0.000    0.000    0.000 ticker.py:1428(tick_values)
        1    0.000    0.000    0.000    0.000 bezier.py:155(BezierSegment)
        1    0.000    0.000    0.000    0.000 image.py:182(_ImageBase)
        1    0.000    0.000    0.000    0.000 base.py:62(spmatrix)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:310(<listcomp>)
        2    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        1    0.000    0.000    0.000    0.000 datetime.py:1360(datetime)
        1    0.000    0.000    0.000    0.000 threading.py:757(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:1050(_SubParsersAction)
       66    0.000    0.000    0.000    0.000 {method 'getrandbits' of '_random.Random' objects}
      110    0.000    0.000    0.000    0.000 cbook.py:2660(<listcomp>)
        1    0.000    0.000    0.000    0.000 cbook.py:2710(Locked)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1551(enablePackrat)
        1    0.000    0.000    0.000    0.000 decoder.py:334(decode)
        1    0.000    0.000    0.000    0.000 colorbar.py:218(ColorbarBase)
        1    0.000    0.000    0.000    0.000 patches.py:896(PathPatch)
        1    0.000    0.000    0.000    0.000 patches.py:2706(_Base)
        8    0.000    0.000    0.000    0.000 rrule.py:75(<genexpr>)
        1    0.000    0.000    0.000    0.000 _common.py:115(_tzinfo)
        1    0.000    0.000    0.000    0.000 __init__.py:245(<listcomp>)
        1    0.000    0.000    0.000    0.000 decomp_qr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 special_matrices.py:1(<module>)
        1    0.000    0.000    0.000    0.000 greenfunction.py:1(<module>)
       12    0.000    0.000    0.000    0.000 backend_pdf.py:262(__str__)
       42    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        5    0.000    0.000    0.000    0.000 datetime.py:291(_check_time_fields)
       14    0.000    0.000    0.000    0.000 numerictypes.py:181(english_capitalize)
        1    0.000    0.000    0.000    0.000 numerictypes.py:428(_construct_char_code_lookup)
       20    0.000    0.000    0.000    0.000 tokenize.py:112(group)
       24    0.000    0.000    0.000    0.000 tokenize.py:148(<listcomp>)
        3    0.000    0.000    0.000    0.000 function_base.py:2679(__init__)
       15    0.000    0.000    0.000    0.000 rcsetup.py:308(<listcomp>)
       95    0.000    0.000    0.000    0.000 pyparsing.py:180(<genexpr>)
       74    0.000    0.000    0.000    0.000 pyparsing.py:2030(leaveWhitespace)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1593(_BaseV6)
       80    0.000    0.000    0.000    0.000 docstring.py:100(copy)
       79    0.000    0.000    0.000    0.000 docstring.py:121(copy_dedent)
       12    0.000    0.000    0.000    0.000 transforms.py:306(_get_x1)
        1    0.000    0.000    0.000    0.000 patches.py:926(Polygon)
       78    0.000    0.000    0.000    0.000 backend_bases.py:3196(set_history_buttons)
       42    0.000    0.000    0.000    0.000 _base.py:916(get_axes_locator)
       72    0.000    0.000    0.000    0.000 axis.py:921(<listcomp>)
        1    0.000    0.000    0.000    0.000 os.py:44(<listcomp>)
        1    0.000    0.000    0.000    0.000 datetime.py:530(__neg__)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 arrayprint.py:378(decorating_function)
        1    0.000    0.000    0.000    0.000 defchararray.py:1669(chararray)
       26    0.000    0.000    0.000    0.000 stride_tricks.py:25(_maybe_view_as_subclass)
       19    0.000    0.000    0.000    0.000 mixins.py:20(_binary_method)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3039(__init__)
        2    0.000    0.000    0.000    0.000 decoder.py:283(__init__)
       54    0.000    0.000    0.000    0.000 docstring.py:84(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:249(BboxBase)
       12    0.000    0.000    0.000    0.000 cm.py:355(check_update)
       24    0.000    0.000    0.000    0.000 widgets.py:37(__init__)
       12    0.000    0.000    0.000    0.000 dual.py:52(register_func)
        1    0.000    0.000    0.000    0.000 dual.py:12(<module>)
        1    0.000    0.000    0.000    0.000 geometry.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
       28    0.000    0.000    0.000    0.000 codecs.py:259(__init__)
        2    0.000    0.000    0.000    0.000 datetime.py:1048(__new__)
        1    0.000    0.000    0.000    0.000 arraysetops.py:27(<module>)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1877(IPv6Address)
       12    0.000    0.000    0.000    0.000 colorbar.py:336(_patch_ax)
        1    0.000    0.000    0.000    0.000 artist.py:82(Artist)
       78    0.000    0.000    0.000    0.000 font_manager.py:784(get_size)
       75    0.000    0.000    0.000    0.000 font_manager.py:1140(score_style)
        1    0.000    0.000    0.000    0.000 patches.py:600(Shadow)
        6    0.000    0.000    0.000    0.000 patches.py:1796(<listcomp>)
       12    0.000    0.000    0.000    0.000 backend_bases.py:1346(__init__)
       36    0.000    0.000    0.000    0.000 figure.py:569(set_canvas)
       12    0.000    0.000    0.000    0.000 figure.py:743(get_edgecolor)
       12    0.000    0.000    0.000    0.000 offsetbox.py:782(set_minimumdescent)
       63    0.000    0.000    0.000    0.000 abc.py:9(abstractmethod)
       18    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
       35    0.000    0.000    0.000    0.000 datetime.py:261(_check_int_field)
       38    0.000    0.000    0.000    0.000 _inspect.py:43(iscode)
        4    0.000    0.000    0.000    0.000 __init__.py:484(cast)
        2    0.000    0.000    0.000    0.000 getlimits.py:92(_str_epsneg)
        1    0.000    0.000    0.000    0.000 pprint.py:98(PrettyPrinter)
       26    0.000    0.000    0.000    0.000 stride_tricks.py:251(<genexpr>)
        9    0.000    0.000    0.000    0.000 core.py:2569(_arraymethod)
        1    0.000    0.000    0.000    0.000 debug.py:1(<module>)
       75    0.000    0.000    0.000    0.000 font_manager.py:1204(score_size)
        1    0.000    0.000    0.000    0.000 patches.py:1405(Ellipse)
        1    0.000    0.000    0.000    0.000 Image.py:502(Image)
       12    0.000    0.000    0.000    0.000 gridspec.py:107(<listcomp>)
       90    0.000    0.000    0.000    0.000 gridspec.py:407(get_gridspec)
       40    0.000    0.000    0.000    0.000 legend_handler.py:141(get_numpoints)
       12    0.000    0.000    0.000    0.000 backend_pdf.py:549(<listcomp>)
       51    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
       26    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
        2    0.000    0.000    0.000    0.000 pathlib.py:390(_wrap_binary_strfunc)
        2    0.000    0.000    0.000    0.000 getlimits.py:104(_str_resolution)
        4    0.000    0.000    0.000    0.000 tempfile.py:118(_sanitize_params)
        1    0.000    0.000    0.000    0.000 financial.py:10(<module>)
        1    0.000    0.000    0.000    0.000 arraypad.py:5(<module>)
        1    0.000    0.000    0.000    0.000 cbook.py:1052(RingBuffer)
       47    0.000    0.000    0.000    0.000 ipaddress.py:553(__eq__)
       33    0.000    0.000    0.000    0.000 cm.py:28(_reverser)
       24    0.000    0.000    0.000    0.000 lines.py:76(<listcomp>)
        1    0.000    0.000    0.000    0.000 patches.py:1035(Wedge)
       12    0.000    0.000    0.000    0.000 _pylab_helpers.py:38(get_fig_manager)
        1    0.000    0.000    0.000    0.000 mathtext.py:659(BakomaFonts)
        1    0.000    0.000    0.000    0.000 tz.py:88(tzoffset)
        1    0.000    0.000    0.000    0.000 _version.py:136(__lt__)
       18    0.000    0.000    0.000    0.000 data.py:117(_create_method)
        1    0.000    0.000    0.000    0.000 pdb.py:136(Pdb)
       36    0.000    0.000    0.000    0.000 {built-in method math.fabs}
        2    0.000    0.000    0.000    0.000 datetime.py:688(__new__)
       24    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 numerictypes.py:379(_set_up_aliases)
        2    0.000    0.000    0.000    0.000 getlimits.py:88(_str_eps)
        1    0.000    0.000    0.000    0.000 __init__.py:1083(__init__)
       12    0.000    0.000    0.000    0.000 cbook.py:565(__init__)
        1    0.000    0.000    0.000    0.000 gzip.py:110(GzipFile)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4138(__init__)
       12    0.000    0.000    0.000    0.000 colorbar.py:712(_central_N)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        1    0.000    0.000    0.000    0.000 axis.py:627(Axis)
        1    0.000    0.000    0.000    0.000 process.py:293(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:602(PurePath)
        1    0.000    0.000    0.000    0.000 threading.py:512(set)
       68    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
        4    0.000    0.000    0.000    0.000 six.py:195(load_module)
       15    0.000    0.000    0.000    0.000 pyparsing.py:2729(charsAsStr)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3177(__init__)
        9    0.000    0.000    0.000    0.000 pyparsing.py:3819(__str__)
        1    0.000    0.000    0.000    0.000 collections.py:889(PathCollection)
       24    0.000    0.000    0.000    0.000 cm.py:276(set_array)
        1    0.000    0.000    0.000    0.000 patches.py:1377(CirclePolygon)
       12    0.000    0.000    0.000    0.000 figure.py:759(get_dpi)
       12    0.000    0.000    0.000    0.000 figure.py:1467(add_axobserver)
        1    0.000    0.000    0.000    0.000 relativedelta.py:18(relativedelta)
        1    0.000    0.000    0.000    0.000 table.py:216(Table)
        1    0.000    0.000    0.000    0.000 __init__.py:2387(Canvas)
        1    0.000    0.000    0.000    0.000 _version.py:151(__ge__)
        1    0.000    0.000    0.000    0.000 cell.py:1(<module>)
        1    0.000    0.000    0.000    0.000 warnings.py:143(simplefilter)
        1    0.000    0.000    0.000    0.000 __init__.py:769(__init__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:397(__setitem__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3234(ParseExpression)
       30    0.000    0.000    0.000    0.000 artist.py:627(get_figure)
        1    0.000    0.000    0.000    0.000 patches.py:665(Rectangle)
        1    0.000    0.000    0.000    0.000 patches.py:1848(_simpleprint_styles)
        1    0.000    0.000    0.000    0.000 __init__.py:1748(Wm)
        1    0.000    0.000    0.000    0.000 _procrustes.py:4(<module>)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:727(exec_module)
        6    0.000    0.000    0.000    0.000 _collections_abc.py:72(_check_methods)
        1    0.000    0.000    0.000    0.000 datetime.py:658(date)
       27    0.000    0.000    0.000    0.000 pathlib.py:119(<genexpr>)
        1    0.000    0.000    0.000    0.000 numeric.py:3075(_setdef)
        6    0.000    0.000    0.000    0.000 six.py:126(__init__)
        4    0.000    0.000    0.000    0.000 version.py:331(_cmp)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3129(__init__)
       46    0.000    0.000    0.000    0.000 pyparsing.py:3521(<genexpr>)
        1    0.000    0.000    0.000    0.000 base64mime.py:25(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:133(socket)
        1    0.000    0.000    0.000    0.000 collections.py:982(BrokenBarHCollection)
        1    0.000    0.000    0.000    0.000 backend_bases.py:199(RendererBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:781(GraphicsContextBase)
       24    0.000    0.000    0.000    0.000 legend.py:519(get_default_handler_map)
       12    0.000    0.000    0.000    0.000 legend.py:540(get_legend_handler_map)
        7    0.000    0.000    0.000    0.000 legend_handler.py:135(__init__)
        4    0.000    0.000    0.000    0.000 legend_handler.py:165(__init__)
        1    0.000    0.000    0.000    0.000 extract.py:2(<module>)
        1    0.000    0.000    0.000    0.000 netcdftrajectory.py:58(NetCDFTrajectory)
      127    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
       15    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
       16    0.000    0.000    0.000    0.000 enum.py:335(__members__)
        1    0.000    0.000    0.000    0.000 datetime.py:336(timedelta)
        1    0.000    0.000    0.000    0.000 _inspect.py:7(<module>)
        1    0.000    0.000    0.000    0.000 case.py:44(_Outcome)
       12    0.000    0.000    0.000    0.000 utils.py:69(__init__)
        1    0.000    0.000    0.000    0.000 polynomial.py:939(poly1d)
        1    0.000    0.000    0.000    0.000 __init__.py:962(update)
        7    0.000    0.000    0.000    0.000 pyparsing.py:4803(tokenMap)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
        1    0.000    0.000    0.000    0.000 ipaddress.py:598(_BaseNetwork)
       42    0.000    0.000    0.000    0.000 artist.py:913(get_zorder)
        1    0.000    0.000    0.000    0.000 collections.py:1539(CircleCollection)
       37    0.000    0.000    0.000    0.000 patches.py:954(get_path)
        1    0.000    0.000    0.000    0.000 legend_handler.py:505(__init__)
        1    0.000    0.000    0.000    0.000 quiver.py:413(Quiver)
        4    0.000    0.000    0.000    0.000 scale.py:564(<listcomp>)
       53    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        1    0.000    0.000    0.000    0.000 datetime.py:1023(time)
       27    0.000    0.000    0.000    0.000 pathlib.py:120(<genexpr>)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
       24    0.000    0.000    0.000    0.000 fromnumeric.py:2677(size)
        1    0.000    0.000    0.000    0.000 threading.py:498(__init__)
        1    0.000    0.000    0.000    0.000 polynomial.py:1601(Polynomial)
        1    0.000    0.000    0.000    0.000 __init__.py:257(Verbose)
        4    0.000    0.000    0.000    0.000 six.py:209(is_package)
        1    0.000    0.000    0.000    0.000 <string>:5(_Instruction)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4313(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1049(_BaseV4)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1445(IPv4Network)
        7    0.000    0.000    0.000    0.000 rrule.py:68(__init__)
        1    0.000    0.000    0.000    0.000 tripcolor.py:1(<module>)
       13    0.000    0.000    0.000    0.000 gaussComparator.py:12(set_args)
        1    0.000    0.000    0.000    0.000 __init__.py:100(<listcomp>)
        1    0.000    0.000    0.000    0.000 lil.py:19(lil_matrix)
        1    0.000    0.000    0.000    0.000 context.py:30(BaseContext)
        1    0.000    0.000    0.000    0.000 tools.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
        6    0.000    0.000    0.000    0.000 {method 'find' of 'bytes' objects}
       24    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
       11    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
        8    0.000    0.000    0.000    0.000 functools.py:448(lru_cache)
        2    0.000    0.000    0.000    0.000 re.py:330(filter)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        1    0.000    0.000    0.000    0.000 threading.py:738(Thread)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 version.py:51(__lt__)
        4    0.000    0.000    0.000    0.000 rcsetup.py:550(validate_negative_linestyle_legacy)
        4    0.000    0.000    0.000    0.000 rcsetup.py:870(validate_hist_bins)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2354(__init__)
        1    0.000    0.000    0.000    0.000 request.py:324(Request)
       25    0.000    0.000    0.000    0.000 ipaddress.py:433(_ip_int_from_prefix)
        1    0.000    0.000    0.000    0.000 contour.py:748(ContourSet)
       12    0.000    0.000    0.000    0.000 ticker.py:362(get_offset)
